player,hard_elo,clay_elo,grass_elo,overall_elo,hard_matches,clay_matches,grass_matches,current_rank,days_since_last_match,recent_form_residual
Bartunkova N.,1593.7442878726947,1563.8435368662265,1579.4679242245866,1623.5039960627532,,,,39.0,15.0,0.13691252671838833
Barty A.,1680.188754374326,1590.2646034398188,1590.2646034398188,1680.5292068796375,,,,1.0,1674.0,0.13992020456136134
Basiletti N.,1507.362754881138,1511.68677973288,1507.362754881138,1514.725509762276,,,,427.0,114.0,
Bassols M.,1376.1937359984,1411.3055388875994,1434.6100249988015,1369.220049997603,,,,130.0,33.0,-0.07793883247906458
Bechri C.,1485.0724124847684,1492.9568313338382,1492.9568313338382,1485.9136626676764,,,,1206.0,720.0,
Begu I.,1486.0794700507936,1571.2447199798817,1508.9851543142252,1538.4211121300805,,,,173.0,61.0,0.0524371675405072
Bejlek S.,1679.9799277716925,1594.3017597659748,1577.4905643431891,1682.0162584800141,,,,35.0,7.0,0.34696192475185783
Bektas E.,1412.0270364295723,1454.3632032219375,1456.775019755461,1415.799312832386,,,,301.0,387.0,-0.10874237519737079
Bencic B.,1819.6874010610018,1749.7300616396687,1737.9715977342148,1838.3053934957843,,,,14.0,20.0,0.1302506226954523
Benoit M.,1490.8309969571212,1483.24280420965,1490.8309969571212,1481.6619939142424,,,,250.0,769.0,
Berberovic N.,1499.355012682396,1498.1174348743257,1499.355012682396,1498.7100253647918,,,,306.0,1565.0,
Bertea E.R.,1483.5657644231287,1492.1349878645854,1492.1349878645854,1484.2699757291707,,,,295.0,209.0,
Betova M.,1475.258489185444,1483.65893256238,1475.7811710842984,1467.3178651247601,,,,1022.0,1098.0,
Bhamidipaty S.R.,1498.9740522023253,1499.1912929660198,1499.1912929660198,1498.3825859320395,,,,434.0,304.0,
Birrell K.,1503.0340140568273,1474.3997884532857,1481.273325282906,1498.9368779455383,,,,69.0,17.0,-0.25860119144372024
Bjorklund M.,1470.066494242445,1483.9583909752223,1478.2832059586756,1469.6534330520533,,,,155.0,1098.0,0.057818324005728894
Blinkova A.,1471.8694249126845,1427.402659425384,1473.0036126580385,1456.3393389102803,,,,111.0,14.0,-0.1561637000067449
Bogdan A.,1458.4950027402494,1499.4359676980387,1480.8000142385772,1468.5302617103769,,,,538.0,209.0,-0.21153605228354794
Boisson L.,1533.3417573940014,1571.3515613735462,1520.616578425384,1565.8000133093904,,,,281.0,13.0,-0.2048485962521247
Bolkvadze M.,1479.173722305863,1478.2850107804034,1482.739126445954,1472.5700215608065,,,,545.0,59.0,
Bolsova A.,1449.7848558062683,1450.348878346477,1465.9437876250058,1431.8875752500119,,,,131.0,1048.0,-0.17991074776121035
Bolsova Zadoinov A.,1503.6763321721953,1503.7674110816056,1503.6763321721953,1507.3526643443906,,,,340.0,466.0,
Bonaventure Y.,1462.964723245246,1434.6801497623665,1447.1759950645874,1425.6156833356524,,,,91.0,1152.0,-0.2790550645873216
Bondar A.,1470.7065667526813,1583.428777017089,1485.4220897284572,1549.6963283130567,,,,76.0,16.0,0.057040429330875386
Bondarenko K.,1483.6146924338666,1491.6146924338666,1491.6146924338666,1483.2293848677332,,,,325.0,740.0,-0.1256642169823744
Boskovic L.,1516.599295444251,1533.0889541495817,1516.599295444251,1533.1985908885022,,,,225.0,513.0,
Bouchard E.,1492.1283378601743,1496.2795881468655,1496.407690807886,1492.815381615772,,,,248.0,1077.0,-0.11330539907444048
Boulter K.,1569.758128530545,1531.1617097000822,1591.1785462670966,1583.7907393656965,,,,71.0,15.0,-0.1074355757188088
Bouzas Maneiro J.,1517.3286704630207,1539.9528251309346,1552.8282163720628,1556.4177890930507,,,,90.0,14.0,0.08432703326133395
Bouzkova M.,1657.6517604753406,1661.721680948692,1660.3582545289112,1703.8339450693409,,,,27.0,11.0,-0.022848202116844685
Brace C.,1462.2934844488,1481.7738469560513,1481.7738469560513,1463.5476939121027,,,,254.0,27.0,
Brady J.,1498.8508014692366,1487.5649673016942,1497.123769997581,1494.2475399951618,,,,689.0,153.0,-0.2646642156129304
Brancaccio N.,1457.8250186175385,1411.4151992684144,1457.8250186175385,1415.650037235077,,,,171.0,116.0,-0.23561087872360795
Branstine C.,1494.760404731526,1499.7343330086587,1495.0785471868821,1499.4686660173174,,,,191.0,397.0,
Brantmeier R.,1482.8111008459773,1491.3912732665635,1491.3912732665635,1482.7825465331273,,,,486.0,34.0,
Brengle M.,1423.2233421447895,1455.1686621831122,1430.1344342998236,1416.409630161331,,,,103.0,1097.0,-0.11996095773601623
Brockmann T.J.,1490.805399288417,1481.3110411168839,1490.805399288417,1481.610798576834,,,,267.0,39.0,
Bronzetti L.,1452.6546412760022,1434.1466568161413,1438.987854240452,1438.8225342938617,,,,172.0,98.0,-0.40095821877757504
Bucsa C.,1515.254925738061,1447.1835722419125,1487.7603521332958,1502.732151348281,,,,38.0,15.0,-0.33524888245802525
Bulgaru M.,1455.0115104793908,1434.5447393210545,1462.8628435410933,1425.7256870821866,,,,248.0,47.0,-0.22508094171335358
Burel C.,1515.787908286901,1505.4276770091562,1473.6077377476618,1504.343335803692,,,,630.0,44.0,-0.13646223689395487
Burillo Escorihuela I.,1474.8716607333167,1451.9537239419226,1474.8716607333167,1449.7433214666332,,,,211.0,152.0,
Burillo I.,1487.4332112619106,1473.5399518185684,1487.4332112619106,1474.8664225238213,,,,237.0,1139.0,
Burrage J.,1466.4935727173495,1479.669456576234,1487.6891637470621,1469.4953409288787,,,,154.0,425.0,-0.15458835940136212
Buyukakcay C.,1499.6991778670485,1500.1225525259053,1499.6991778670485,1499.3983557340969,,,,769.0,1194.0,-0.15022721204971015
Buzarnescu M.,1470.823230163177,1463.344641255674,1480.9402783368714,1460.5420392882575,,,,1350.0,411.0,-0.047279346584202964
Cabrera L.,1452.1162960702984,1475.9009887714742,1475.9009887714742,1451.8019775429482,,,,229.0,1441.0,-0.21500752055438307
Cadantu A.,1489.0114173690465,1480.9086796201468,1489.0114173690465,1478.022834738093,,,,154.0,1497.0,-0.1076869825753029
Candiotto A.,1496.5305115067254,1497.776957308401,1497.776957308401,1495.5539146168023,,,,593.0,353.0,
Caregaro M.,1484.0,1492.0,1492.0,1484.0,,,,367.0,1770.0,
Carle M.,1433.57570398103,1443.7461517656002,1456.5357131839367,1431.586724695705,,,,231.0,39.0,0.10374060808622709
Cengiz B.,1473.4744587593455,1448.3588294330489,1473.9080836959288,1447.8161673918576,,,,429.0,103.0,
Chang H.,1497.097323375955,1496.9054986010165,1497.097323375955,1494.1946467519103,,,,194.0,514.0,
Chang S.,1484.7117694054887,1471.743984244281,1484.7117694054887,1469.423538810977,,,,1237.0,1196.0,
Charaeva A.,1475.0788581117963,1485.8949360079987,1488.290898095041,1476.5817961900818,,,,113.0,16.0,
Cherubini D.,1492.0,1484.0,1492.0,1484.0,,,,421.0,1209.0,
Chirico L.,1405.005732114531,1407.7760069160204,1433.3296379066633,1383.3632983474479,,,,154.0,399.0,-0.12676677790294283
Chong E.,1466.5840091985297,1483.3280182501262,1483.3280182501262,1466.6560365002526,,,,632.0,304.0,
Chwalinska M.,1543.011753614095,1594.484356000879,1536.2180105927514,1589.2074494850415,,,,23.0,13.0,0.2313458215557891
Ciric Bagaric L.,1493.1886447663521,1487.6562821026241,1493.1886447663521,1486.3772895327043,,,,184.0,824.0,
Cirstea S.,1745.6254468253578,1705.1633390142576,1629.9727845443044,1767.221189702112,,,,19.0,11.0,-0.19802247708277032
Clijsters K.,1484.2274872178448,1491.9225396576646,1491.9225396576646,1483.8450793153293,,,,1476.0,1788.0,-0.2556885984761371
Cocciaretto E.,1585.7878660875278,1560.1474111272591,1556.1875319394148,1590.437964732307,,,,71.0,30.0,-0.07688711240886253
Collins D.,1639.8890223811388,1663.4250498886431,1594.4502286588345,1662.8144193295996,,,,61.0,369.0,-0.3407821333428526
Contreras Gomez F.,1419.7380341537264,1458.9501851275027,1450.470569783798,1416.883565324493,,,,366.0,915.0,-0.1707867190708948
Cornet A.,1428.2895997303167,1430.3386210640838,1489.206692838014,1430.5579563313154,,,,747.0,468.0,-0.24670430897125215
Costoulas S.,1480.9243717324946,1478.6800442814101,1486.6800442814101,1473.36008856282,,,,155.0,41.0,
Crawley F.,1484.7262724942423,1493.2786612338043,1493.2786612338043,1486.5573224676086,,,,729.0,1097.0,
Cristian J.,1618.6687980556064,1600.882050112125,1529.4743422305366,1629.139349397231,,,,37.0,62.0,-0.023204212744108832
Cross K.,1471.950988204908,1487.9415822592323,1487.9415822592323,1475.8831645184648,,,,172.0,25.0,
Curmi F.,1491.015903910074,1481.769360538067,1491.015903910074,1482.0318078201483,,,,326.0,1139.0,
Danilina A.,1451.7302813768606,1465.0393010482362,1473.350168665107,1446.7003373302143,,,,958.0,740.0,
Danilovic O.,1561.0462097914494,1613.9852628885578,1529.872879342496,1596.7833068574166,,,,88.0,207.0,0.011639580414725237
Dart H.,1411.1455864962008,1403.970369601975,1437.3032516508651,1400.714461243661,,,,143.0,16.0,-0.13895923721012482
Davis L.,1458.9030460556983,1458.240922330397,1433.585101286975,1438.6457042200536,,,,211.0,515.0,-0.161957672162636
Day K.,1404.2532876343696,1413.1570116354965,1430.3288753099123,1383.9459793394537,,,,121.0,15.0,0.0036996074299849857
Di Giuseppe M.,1486.1750735136097,1493.0872065203728,1493.0872065203728,1486.1744130407455,,,,288.0,1769.0,
Di Lorenzo F.,1476.9857694190468,1475.5507791100736,1483.9189325068346,1467.8378650136694,,,,252.0,1468.0,-0.17187457274685697
Di Sarra F.,1490.586746661336,1481.4139702322789,1490.586746661336,1481.1734933226721,,,,530.0,843.0,
Diatchenko V.,1472.9465709813753,1482.6066796555033,1474.6066796555033,1465.2133593110063,,,,429.0,356.0,0.011638400108942293
Diyas Z.,1442.1663820844797,1471.267532119693,1471.267532119693,1442.535064239386,,,,290.0,223.0,-0.13109743407144087
Dodin O.,1450.421556810963,1455.5746856359806,1449.566477224511,1443.7833580868926,,,,362.0,39.0,-0.0605545141177275
Doi M.,1414.2764913279548,1423.8500046768613,1431.2694136179334,1391.0767205291666,,,,331.0,1067.0,-0.1136741037675863
Dolehide C.,1476.1765237852974,1492.6208151449782,1471.2039738655203,1480.795916763674,,,,246.0,17.0,-0.29160431904192985
Dudeney A.,1478.4472340376142,1478.4472340376142,1455.5137398447632,1456.8944680752286,,,,245.0,62.0,
Duerst J.,1491.6371984194757,1484.6503025848199,1491.6371984194757,1483.2743968389514,,,,442.0,1132.0,
Eala A.,1716.6244622786658,1610.1806723704383,1663.3987661496315,1753.3962468798572,,,,20.0,12.0,0.24723686885148444
Efremova K.,1497.6870112879624,1492.0411155732713,1497.6870112879624,1495.3740225759245,,,,623.0,98.0,
Eikeri U.,1457.2419327987914,1457.17978550125,1472.811632104489,1445.6232642089783,,,,654.0,1045.0,
El Allami M.,1483.8957914586754,1468.4926250163026,1483.8957914586754,1467.791582917351,,,,1143.0,831.0,
El Aouni A.,1476.701708339038,1455.5227529550075,1476.701708339038,1453.4034166780762,,,,835.0,467.0,
El Jardi D.,1490.6108189823901,1482.1940469064723,1490.6108189823901,1481.2216379647803,,,,1023.0,103.0,
Erjavec V.,1427.66361417722,1437.2679002432246,1446.0257526225882,1411.090455574364,,,,100.0,40.0,-0.26369716729151826
Errani S.,1448.0451126369733,1449.5983200795235,1457.9747296607075,1453.3661456235668,,,,177.0,480.0,-0.02551767391763976
Ewald W.,1491.4056331394972,1482.7810538680687,1491.4056331394972,1482.8112662789947,,,,1076.0,1132.0,
Falei A.,1467.987095030775,1484.525250862591,1484.525250862591,1469.0505017251821,,,,340.0,307.0,
Falkner Z.,1484.0,1492.0,1492.0,1484.0,,,,542.0,1811.0,
Falkowska W.,1494.6092741890484,1488.5841835663941,1494.6092741890484,1489.2185483780966,,,,346.0,1495.0,
Fernandez L.,1481.953619413996,1491.1390933297782,1491.1390933297782,1482.2781866595565,,,,74.0,1078.0,
Fernandez L.A.,1601.2409384796888,1561.6574115782164,1551.1939717579803,1597.8988605732525,,,,31.0,14.0,-0.08405114059927166
Ferrando C.,1475.6437377024781,1475.5976153359918,1483.6437377024781,1467.287475404956,,,,261.0,1566.0,
Ferro F.,1387.9104473754837,1380.0242340052532,1433.7892960995737,1367.5785921991474,,,,181.0,98.0,-0.022052618268289137
Fett J.,1425.7235004016316,1473.8331469312143,1456.7382444034092,1444.0377148407715,,,,151.0,412.0,-0.032398722874139085
Fita Boluda A.,1486.5046963472098,1472.6587512495162,1486.5046963472098,1473.0093926944196,,,,192.0,103.0,
Flipkens K.,1465.4083695924621,1495.982285102563,1510.0845171966446,1491.9645702051262,,,,190.0,1522.0,0.11927354060743273
Fossa Huergo N.,1466.4284032125283,1458.7994697776296,1474.5434531972376,1449.0869063944751,,,,269.0,356.0,
Fourlis J.,1410.3540422625208,1430.5693625675817,1432.4860037300973,1390.091596524809,,,,218.0,1166.0,-0.2947092694297063
Frech M.,1570.7121718770718,1498.2978366399268,1491.1761830801795,1552.9206412954745,,,,41.0,13.0,0.12426786878190543
Friedsam A.L.,1437.907568711421,1448.9065311233962,1445.4695930959638,1423.698697514483,,,,528.0,607.0,-0.3106586545329504
Fruhvirtova B.,1472.1922865143988,1468.4191580888028,1489.0180563263534,1475.8222707464595,,,,1311.0,209.0,0.10850038846941906
Fruhvirtova L.,1431.6662705798349,1396.1413516533362,1460.8788452068743,1415.2882426647122,,,,176.0,34.0,-0.21621560812476687
Fullana L.,1482.780937959074,1491.2354284580183,1491.2354284580183,1482.4708569160366,,,,578.0,355.0,
Fung S.,1487.4812510409286,1493.6600435049832,1493.6600435049832,1487.3200870099663,,,,226.0,1077.0,
Gabueva A.,1481.90218227085,1465.571547375353,1481.90218227085,1463.8043645417,,,,119.0,1196.0,
Gadecki O.,1463.2198776878654,1444.6906012977133,1439.841428482662,1438.2968736996372,,,,204.0,235.0,-0.10375229296610855
Galfi D.,1415.6922710734025,1445.219666992306,1499.8048692135567,1443.346806541307,,,,137.0,47.0,-0.08657308140057363
Gao X.,1444.0451249251719,1472.6251330849705,1472.6251330849705,1445.2502661699411,,,,244.0,40.0,
Garcia C.,1525.7228950954607,1552.2205644482285,1571.8495285809054,1530.186341495471,,,,174.0,370.0,-0.10338459758642637
Garland J.,1508.2442356470594,1502.6184312483533,1495.516020320382,1504.6158984126641,,,,132.0,302.0,
Gasanova A.,1490.3148550924302,1471.7234340414325,1474.2111096742522,1474.576913959321,,,,225.0,60.0,-0.040156386155956014
Gatto-Monticone G.,1502.8742146022844,1501.437107301142,1501.437107301142,1502.8742146022844,,,,193.0,1768.0,-0.16054743317957026
Gauff C.,1944.7067004626676,1889.9551686966397,1776.2112983925474,1962.411252624612,,,,4.0,6.0,0.15490309789739753
Geerlings Martinez A.,1491.0544765572222,1483.330011502073,1491.0544765572222,1482.1089531144446,,,,331.0,411.0,
Gervais J.,1493.148375239135,1484.836207906333,1493.148375239135,1486.2967504782698,,,,725.0,1567.0,
Ghioroaie I.G,1481.6639142142933,1490.4588808876565,1490.4588808876565,1480.917761775313,,,,371.0,1048.0,
Gibson T.,1567.7743459915798,1508.5415772020178,1517.9439836521196,1559.3757960083453,,,,65.0,14.0,0.05712421890287911
Giorgi C.,1563.054909228129,1558.8548780900742,1543.1616070232503,1575.398083041185,,,,107.0,890.0,-0.06123270800923675
Gjorcheska L.,1498.0428617049229,1498.0428617049229,1493.444827881689,1496.0857234098455,,,,222.0,61.0,
Glozman V.,1485.4299504633786,1492.995199042426,1492.995199042426,1485.9903980848524,,,,902.0,369.0,
Glushko L.,1467.3224968347058,1472.5639757117865,1480.9036106911822,1461.8072213823643,,,,389.0,355.0,
Golubic V.,1540.2339123467466,1538.1022652230772,1533.824532206287,1580.252086021067,,,,52.0,14.0,-0.0023211087532084562
Gorgodze E.,1444.9408283037687,1447.3900852590582,1455.479058587886,1426.958117175772,,,,164.0,151.0,-0.13754164491822057
Govortsova O.,1484.0645532731767,1492.0322766365884,1492.0322766365884,1484.0645532731767,,,,136.0,1798.0,-0.1523761588582186
Grabher J.,1403.3607725080303,1464.0007575355212,1445.3629303785312,1424.1280311734047,,,,121.0,97.0,0.012251754796435643
Gracheva V.,1517.9179703475083,1508.0142282072825,1519.1869695480004,1538.7950609209495,,,,60.0,166.0,0.01292766890292657
Grammatikopoulou V.,1459.141147424039,1443.2693766943596,1467.5092303739846,1435.0184607479691,,,,500.0,48.0,-0.20563285563655823
Grant T.C.,1486.200929405461,1488.409701674191,1501.5017373446137,1493.8864854039232,,,,172.0,59.0,
Guo H.,1461.2503729058437,1472.134884908749,1481.175632254886,1462.3512645097721,,,,166.0,97.0,-0.09221330511362974
Haddad Maia B.,1449.9681408148717,1475.360851259051,1497.6317349600504,1437.1633380959001,,,,134.0,61.0,-0.5120800958519486
Halep S.,1705.9249986877744,1628.6087715939968,1676.4941095893942,1730.9121175115827,,,,868.0,572.0,-0.10337849870286431
Han N.L.,1471.3653831734887,1487.9213914931315,1487.9213914931315,1475.842782986263,,,,236.0,1056.0,-0.05204300033689302
Hanatani N.,1484.736306793522,1492.368153396761,1492.368153396761,1484.736306793522,,,,402.0,1831.0,
Harrison Ca.,1479.3391853585595,1478.2811372186156,1486.5378236873653,1472.5622744372315,,,,243.0,1461.0,
Hartono A.,1398.5735461887552,1426.5600206886043,1435.891508442857,1386.2609997583052,,,,260.0,305.0,-0.09610958255201268
Hatouka Y.,1475.7065493365608,1482.6597005388026,1475.3214794292394,1467.4130986731216,,,,240.0,1130.0,
Havlickova L.,1491.3859174631202,1497.3758676414677,1497.3758676414677,1494.7517352829357,,,,226.0,38.0,
Hennemann C.W.,1493.0452360103443,1484.5082542437344,1493.0452360103443,1486.0904720206886,,,,292.0,103.0,
Herazo M.,1492.35179610673,1484.35179610673,1492.35179610673,1484.7035922134598,,,,454.0,1609.0,
Hercog P.,1442.835907683841,1471.4182345950505,1471.4182345950505,1442.836469190101,,,,124.0,1769.0,-0.027013286368733957
Herrero Linana A.,1491.9368801471064,1484.2282879288052,1491.9368801471064,1483.873760294213,,,,358.0,411.0,
Hesse A.,1492.1107119154556,1483.3403759204302,1492.1107119154556,1484.2214238309111,,,,821.0,1197.0,-0.18765909779143478
Hewitt D.,1480.2843487708478,1490.097674523651,1490.097674523651,1480.195349047302,,,,437.0,1469.0,
Hibino N.,1385.4720849012044,1371.8370882459258,1398.2611188877972,1353.4557858140638,,,,235.0,47.0,-0.09014648635310629
Higuita Barraza M.,1493.4255885582388,1487.4571543401617,1493.4255885582388,1486.8511771164776,,,,1080.0,516.0,
Hives Z.,1495.3831929507278,1495.3831929507278,1487.9808572618174,1490.7663859014558,,,,571.0,1524.0,
Hobgarski K.,1490.3410589533055,1481.9729055565444,1490.3410589533055,1480.6821179066112,,,,292.0,1567.0,
Hodzic M.,1479.914668299425,1489.683735050407,1489.683735050407,1479.3674701008138,,,,334.0,48.0,
Hon P.,1457.2679197736115,1480.0565663158498,1467.7181395027128,1460.1131326316995,,,,158.0,40.0,0.252081026431504
Hontama M.,1411.7741329971145,1457.4877399772367,1449.844434065672,1414.9754799544733,,,,203.0,38.0,-0.15702705239021958
Hosogi S.,1480.910336473734,1490.130979343059,1490.130979343059,1480.2619586861179,,,,256.0,1069.0,
Hovde L.,1489.627352417051,1495.611913827412,1495.611913827412,1491.223827654824,,,,286.0,905.0,
Hozumi E.,1485.5379423555783,1494.4603080364855,1494.4603080364855,1488.9206160729711,,,,591.0,1469.0,-0.1992689750398856
Hruncakova V.,1469.1505335476936,1478.4171924072684,1495.013971793533,1473.96029639677,,,,113.0,1048.0,-0.1178093148270053
Hsieh S.W.,1461.9240915286875,1469.0877636764533,1477.0877636764533,1454.1755273529066,,,,23.0,1196.0,-0.15194591554252307
Hui K.,1487.9047148201971,1494.231177168674,1494.231177168674,1488.462354337348,,,,872.0,914.0,
Hunter S.,1494.849966476212,1489.5362710441257,1488.9101691513506,1494.5228054752258,,,,180.0,33.0,0.016089405046769978
Iatcenko P.,1498.7441213319846,1499.6780647050962,1499.6780647050962,1499.3561294101924,,,,181.0,303.0,
Ibragimova A.,1503.3557057005032,1505.14544963059,1503.3557057005032,1506.7114114010064,,,,275.0,45.0,
Ignatik A.,1483.265437483519,1491.6327187417596,1491.6327187417596,1483.265437483519,,,,209.0,1770.0,
Iliev S.,1492.4890197054206,1483.2866105594426,1492.4890197054206,1484.9780394108413,,,,931.0,1196.0,
In-Albon Y.,1444.4274602502273,1417.6402512417103,1444.6848568529033,1404.8549205004547,,,,149.0,1188.0,
Inglis M.,1455.4703337111694,1473.7823211137975,1449.2982796832516,1447.5646422275947,,,,151.0,82.0,-0.0265910003758566
Inoue H.,1475.202460496822,1487.2939498121527,1487.2939498121527,1474.5878996243055,,,,215.0,370.0,
Ishii S.,1508.7506945905657,1505.3142598875577,1505.3142598875577,1510.6285197751154,,,,188.0,529.0,
Ito A.,1479.2696044500335,1487.6007512823808,1472.8036700058528,1475.2015025647618,,,,235.0,28.0,0.04582077576075855
Jabeur O.,1645.7745869976648,1638.5230013844298,1648.8799139156822,1654.9554410550616,,,,59.0,433.0,-0.2847436735568794
Jacquemot E.,1450.6426217376238,1447.3183555513388,1462.9317158453662,1451.2112659033264,,,,104.0,38.0,-0.06453989136935961
Jakupovic D.,1485.7549160716342,1492.780328062177,1492.6146987890918,1485.2293975781836,,,,267.0,1130.0,-0.012920558925045955
Jamrichova R.,1459.2761807442107,1466.7456113267824,1476.059721387343,1452.1194427746857,,,,310.0,551.0,
Jang S.,1430.7076097581441,1466.2088600920113,1466.2088600920113,1432.4177201840225,,,,244.0,670.0,
Jani R-L.,1489.6039652746977,1479.745752097653,1489.6039652746977,1479.207930549395,,,,195.0,1434.0,
Jani R.L.,1457.4486564168192,1414.6214586338492,1457.4486564168192,1414.8973128336386,,,,169.0,1132.0,-0.17505901623498893
Janicijevic S.,1472.7330935180757,1473.1770651720299,1481.4330682868592,1462.8661365737184,,,,245.0,153.0,-0.0691994830742989
Jeanjean L.,1351.4694440273286,1425.8363561963677,1414.5549211027878,1371.4538188094293,,,,117.0,27.0,0.048930215525872456
Jeong B.,1489.1993998019366,1494.4126533042484,1494.4126533042484,1488.8253066084967,,,,688.0,1440.0,
Jiang X.,1488.3683719113615,1495.0672629455412,1495.0672629455412,1490.1345258910821,,,,511.0,1049.0,
Jimenez Kasintseva V.,1453.6560559807244,1444.6171320384774,1458.8239658515188,1435.7020462497528,,,,120.0,27.0,-0.07359933917182837
Jimenez V.,1482.1013358830457,1476.4674652106005,1485.1846533023804,1470.3693066047606,,,,175.0,1222.0,
Joint M.,1529.6352403296187,1509.1936641777354,1527.109817023099,1524.7551307800225,,,,67.0,16.0,0.05204292507061342
Jones E.,1483.4311826620087,1492.6210266125336,1494.2036246567304,1488.4072493134609,,,,139.0,27.0,-0.05245817407872955
Jones F.,1466.9109153711915,1459.6789235131369,1435.3654231067649,1437.4017457972154,,,,106.0,62.0,-0.2211377181308406
Jorovic I.,1468.0,1484.0,1484.0,1468.0,,,,417.0,1770.0,-0.20375805540464187
Jovic I.,1685.2747998864884,1648.1884555904855,1648.724333353122,1730.367431779669,,,,16.0,11.0,-0.005698366495133
Juvan K.,1497.4242047184075,1530.2317808866123,1501.3541025504837,1513.187187757649,,,,93.0,185.0,-0.08973252957722727
Kabbaj Y.,1492.086514495444,1486.6611478214004,1492.086514495444,1484.1730289908878,,,,334.0,101.0,
Kalieva E.,1466.4212188492845,1444.8745247874715,1477.3360928578136,1454.672185715627,,,,120.0,16.0,0.09723796385427813
