WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
19,Stuttgart,Porsche Tennis Grand Prix,15/04/2026,WTA500,Indoor,Clay,1st Round,3,Noskova L.,Zhang S.,14,64,2801,989,5,7,6,1,6,4,2,1,Completed,1.11,6.5,,,1.15,6.5,1.13,5.72,1.14,7.8
19,Stuttgart,Porsche Tennis Grand Prix,15/04/2026,WTA500,Indoor,Clay,1st Round,3,Andreeva M.,Ostapenko J.,10,23,3121,1706,5,7,6,2,6,4,2,1,Completed,1.3,3.5,,,1.36,3.5,1.31,3.34,1.35,3.7
19,Stuttgart,Porsche Tennis Grand Prix,15/04/2026,WTA500,Indoor,Clay,2nd Round,3,Swiatek I.,Siegemund L.,4,51,7263,1158,6,2,6,3,,,2,0,Completed,1.03,15,,,1.04,17,1.03,12.12,1.04,19.5
19,Stuttgart,Porsche Tennis Grand Prix,15/04/2026,WTA500,Indoor,Clay,2nd Round,3,Svitolina E.,Lys E.,7,75,3965,891,6,1,6,0,,,2,0,Completed,1.17,5,,,1.2,5,1.18,4.6,1.2,5.7
19,Stuttgart,Porsche Tennis Grand Prix,16/04/2026,WTA500,Indoor,Clay,2nd Round,3,Muchova K.,Mertens E.,12,20,2993,1906,1,6,6,3,6,0,2,1,Completed,1.4,3,,,1.45,3,1.41,2.81,1.46,3.1
19,Stuttgart,Porsche Tennis Grand Prix,16/04/2026,WTA500,Indoor,Clay,2nd Round,3,Noskova L.,Alexandrova E.,14,13,2801,2886,6,1,6,1,,,2,0,Completed,1.67,2.2,,,1.73,2.2,1.68,2.13,1.77,2.26
19,Stuttgart,Porsche Tennis Grand Prix,16/04/2026,WTA500,Indoor,Clay,2nd Round,3,Andreeva M.,Parks A.,10,93,3121,814,7,6,6,3,,,2,0,Completed,1.08,8,,,1.1,8.5,1.08,7.38,1.11,9.4
19,Stuttgart,Porsche Tennis Grand Prix,16/04/2026,WTA500,Indoor,Clay,2nd Round,3,Rybakina E.,Shnaider D.,2,19,8108,2001,6,3,6,4,,,2,0,Completed,1.25,4,,,1.25,4.33,1.23,4.03,1.26,4.8
19,Stuttgart,Porsche Tennis Grand Prix,16/04/2026,WTA500,Indoor,Clay,2nd Round,3,Gauff C.,Samsonova L.,3,21,7278,1845,7,5,6,1,,,2,0,Completed,1.17,5,,,1.2,5.3,1.16,4.83,1.19,6
19,Stuttgart,Porsche Tennis Grand Prix,16/04/2026,WTA500,Indoor,Clay,2nd Round,3,Fernandez L.A.,Sonmez Z.,25,76,1598,891,6,7,6,1,7,6,2,1,Completed,1.8,2,,,1.83,4,1.43,3.27,,
19,Stuttgart,Porsche Tennis Grand Prix,17/04/2026,WTA500,Indoor,Clay,Quarterfinals,3,Svitolina E.,Noskova L.,7,14,3965,2801,7,6,7,5,,,2,0,Completed,1.5,2.63,,,1.6,2.63,1.51,2.51,1.5,2.96
19,Stuttgart,Porsche Tennis Grand Prix,17/04/2026,WTA500,Indoor,Clay,Quarterfinals,3,Muchova K.,Gauff C.,12,3,2993,7278,6,3,5,7,6,3,2,1,Completed,3.4,1.33,,,3.4,1.36,3.2,1.34,3.4,1.41
19,Stuttgart,Porsche Tennis Grand Prix,17/04/2026,WTA500,Indoor,Clay,Quarterfinals,3,Andreeva M.,Swiatek I.,10,4,3121,7263,3,6,6,4,6,3,2,1,Completed,2.63,1.5,,,2.7,1.5,2.58,1.48,2.9,1.52
19,Stuttgart,Porsche Tennis Grand Prix,17/04/2026,WTA500,Indoor,Clay,Quarterfinals,3,Rybakina E.,Fernandez L.A.,2,25,8108,1598,6,7,6,4,7,6,2,1,Completed,1.07,9,,,1.08,9,1.07,7.73,1.1,10.5
19,Stuttgart,Porsche Tennis Grand Prix,18/04/2026,WTA500,Indoor,Clay,Semifinals,3,Muchova K.,Svitolina E.,12,7,2993,3965,6,4,2,6,6,4,2,1,Completed,2.1,1.73,,,2.2,1.73,2.14,1.68,2.26,1.78
19,Stuttgart,Porsche Tennis Grand Prix,18/04/2026,WTA500,Indoor,Clay,Semifinals,3,Rybakina E.,Andreeva M.,2,10,8108,3121,7,5,6,1,,,2,0,Completed,1.73,2.1,,,1.8,2.1,1.73,2.06,1.86,2.14
19,Stuttgart,Porsche Tennis Grand Prix,19/04/2026,WTA500,Indoor,Clay,The Final,3,Rybakina E.,Muchova K.,2,12,8108,2993,7,5,6,1,,,2,0,Completed,1.4,3,,,1.42,3,1.4,2.87,1.46,3.1
